teammate,player_id,player_name,position_id,position_name,x,y,id
False,16557,Ruslan Malinovskiy,21,Left Wing,104.9,50.6,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,115.7,48.2,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,31900,Oleksandr Karavaev,2,Right Back,115.3,44.0,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,8830,Andriy Yarmolenko,17,Right Wing,116.7,44.1,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,23649,Roman Yaremchuk,23,Center Forward,116.5,42.2,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,18617,Mykola Matviyenko,5,Left Center Back,115.3,39.5,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,21294,Mykola Shaparenko,13,Right Center Midfield,109.3,39.1,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,39136,Illia Zabarnyi,3,Right Center Back,111.9,39.7,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,20827,Vitalii Mykolenko,6,Left Back,113.0,35.7,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,109.6,34.4,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,22243,Heorhii Bushchan,1,Goalkeeper,118.4,40.9,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
True,8220,David Olatukunbo Alaba,6,Left Back,119.4,76.8,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
True,8506,Konrad Laimer,17,Right Wing,98.7,50.9,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
True,8769,Xaver Schlager,13,Right Center Midfield,96.2,35.5,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
True,3325,Marko Arnautović,23,Center Forward,113.5,33.1,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
True,3969,Aleksandar Dragović,3,Right Center Back,111.1,34.4,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
True,24977,Christoph Baumgartner,21,Left Wing,111.6,42.1,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
True,8307,Martin Hinteregger,5,Left Center Back,113.5,39.4,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
True,8779,Stefan Lainer,2,Right Back,115.1,45.7,e3c8959c-eea3-428d-ab26-c60e2a1b95e6
False,16557,Ruslan Malinovskiy,21,Left Wing,103.6,45.9,23d7ea21-29ad-481e-9867-7894de411de2
False,20827,Vitalii Mykolenko,6,Left Back,110.5,41.0,23d7ea21-29ad-481e-9867-7894de411de2
False,18617,Mykola Matviyenko,5,Left Center Back,113.3,40.8,23d7ea21-29ad-481e-9867-7894de411de2
False,39136,Illia Zabarnyi,3,Right Center Back,113.4,32.1,23d7ea21-29ad-481e-9867-7894de411de2
False,21294,Mykola Shaparenko,13,Right Center Midfield,109.3,30.0,23d7ea21-29ad-481e-9867-7894de411de2
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,103.4,25.5,23d7ea21-29ad-481e-9867-7894de411de2
False,8830,Andriy Yarmolenko,17,Right Wing,107.5,19.5,23d7ea21-29ad-481e-9867-7894de411de2
False,31900,Oleksandr Karavaev,2,Right Back,115.7,24.3,23d7ea21-29ad-481e-9867-7894de411de2
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,109.9,26.1,23d7ea21-29ad-481e-9867-7894de411de2
False,22243,Heorhii Bushchan,1,Goalkeeper,117.8,37.9,23d7ea21-29ad-481e-9867-7894de411de2
True,8506,Konrad Laimer,17,Right Wing,108.5,41.2,23d7ea21-29ad-481e-9867-7894de411de2
True,3325,Marko Arnautović,23,Center Forward,112.9,44.3,23d7ea21-29ad-481e-9867-7894de411de2
True,8769,Xaver Schlager,13,Right Center Midfield,114.5,29.5,23d7ea21-29ad-481e-9867-7894de411de2
True,24977,Christoph Baumgartner,21,Left Wing,117.5,24.1,23d7ea21-29ad-481e-9867-7894de411de2
True,8220,David Olatukunbo Alaba,6,Left Back,99.0,21.5,23d7ea21-29ad-481e-9867-7894de411de2
False,8830,Andriy Yarmolenko,17,Right Wing,83.0,33.1,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,21294,Mykola Shaparenko,13,Right Center Midfield,90.6,54.6,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,16557,Ruslan Malinovskiy,21,Left Wing,94.3,58.5,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,20827,Vitalii Mykolenko,6,Left Back,105.8,50.5,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,99.3,46.8,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,39136,Illia Zabarnyi,3,Right Center Back,100.9,48.5,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,18617,Mykola Matviyenko,5,Left Center Back,106.6,45.6,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,31900,Oleksandr Karavaev,2,Right Back,104.1,35.9,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,99.7,40.2,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,22243,Heorhii Bushchan,1,Goalkeeper,118.6,39.3,bb6aa7d4-15cf-4889-8314-fee0159deffa
True,8220,David Olatukunbo Alaba,6,Left Back,78.5,29.0,bb6aa7d4-15cf-4889-8314-fee0159deffa
True,8506,Konrad Laimer,17,Right Wing,93.4,50.2,bb6aa7d4-15cf-4889-8314-fee0159deffa
True,3325,Marko Arnautović,23,Center Forward,99.0,50.6,bb6aa7d4-15cf-4889-8314-fee0159deffa
True,8769,Xaver Schlager,13,Right Center Midfield,104.6,45.5,bb6aa7d4-15cf-4889-8314-fee0159deffa
True,24977,Christoph Baumgartner,21,Left Wing,101.0,24.3,bb6aa7d4-15cf-4889-8314-fee0159deffa
False,16557,Ruslan Malinovskiy,21,Left Wing,105.2,52.1,0f550438-0690-4055-bcde-9e6c4654c545
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,114.5,50.9,0f550438-0690-4055-bcde-9e6c4654c545
False,21294,Mykola Shaparenko,13,Right Center Midfield,113.4,50.0,0f550438-0690-4055-bcde-9e6c4654c545
False,31900,Oleksandr Karavaev,2,Right Back,112.3,47.7,0f550438-0690-4055-bcde-9e6c4654c545
False,8830,Andriy Yarmolenko,17,Right Wing,118.2,43.2,0f550438-0690-4055-bcde-9e6c4654c545
False,23649,Roman Yaremchuk,23,Center Forward,115.7,43.5,0f550438-0690-4055-bcde-9e6c4654c545
False,39136,Illia Zabarnyi,3,Right Center Back,112.7,41.7,0f550438-0690-4055-bcde-9e6c4654c545
False,18617,Mykola Matviyenko,5,Left Center Back,112.7,40.4,0f550438-0690-4055-bcde-9e6c4654c545
False,20827,Vitalii Mykolenko,6,Left Back,113.5,36.9,0f550438-0690-4055-bcde-9e6c4654c545
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,109.3,34.1,0f550438-0690-4055-bcde-9e6c4654c545
False,22243,Heorhii Bushchan,1,Goalkeeper,118.5,39.6,0f550438-0690-4055-bcde-9e6c4654c545
True,3325,Marko Arnautović,23,Center Forward,97.6,40.0,0f550438-0690-4055-bcde-9e6c4654c545
True,8220,David Olatukunbo Alaba,6,Left Back,120.0,72.6,0f550438-0690-4055-bcde-9e6c4654c545
True,8518,Marcel Sabitzer,19,Center Attacking Midfield,111.6,52.3,0f550438-0690-4055-bcde-9e6c4654c545
True,24977,Christoph Baumgartner,21,Left Wing,113.4,45.9,0f550438-0690-4055-bcde-9e6c4654c545
True,8779,Stefan Lainer,2,Right Back,111.6,44.3,0f550438-0690-4055-bcde-9e6c4654c545
True,8769,Xaver Schlager,13,Right Center Midfield,112.2,34.0,0f550438-0690-4055-bcde-9e6c4654c545
True,8307,Martin Hinteregger,5,Left Center Back,111.9,36.8,0f550438-0690-4055-bcde-9e6c4654c545
True,8506,Konrad Laimer,17,Right Wing,98.2,50.9,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
True,11396,Florian Grillitsch,15,Left Center Midfield,82.1,30.5,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
True,24977,Christoph Baumgartner,21,Left Wing,91.8,21.8,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
True,8518,Marcel Sabitzer,19,Center Attacking Midfield,105.7,22.4,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
False,22243,Heorhii Bushchan,1,Goalkeeper,117.1,38.8,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
False,31900,Oleksandr Karavaev,2,Right Back,101.0,25.3,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
False,39136,Illia Zabarnyi,3,Right Center Back,103.8,30.4,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,95.4,31.4,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
False,21294,Mykola Shaparenko,13,Right Center Midfield,96.1,38.2,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
False,18617,Mykola Matviyenko,5,Left Center Back,98.5,40.1,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
False,20827,Vitalii Mykolenko,6,Left Back,103.7,46.1,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,80.5,26.7,0961cc85-50e8-4c61-bd5c-6acc0ffe3a48
True,8779,Stefan Lainer,2,Right Back,110.2,40.5,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
True,3969,Aleksandar Dragović,3,Right Center Back,112.7,35.9,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
True,8518,Marcel Sabitzer,19,Center Attacking Midfield,112.5,27.9,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
True,8769,Xaver Schlager,13,Right Center Midfield,98.5,34.3,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
True,8307,Martin Hinteregger,5,Left Center Back,110.9,46.7,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
True,3325,Marko Arnautović,23,Center Forward,113.1,46.2,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,22243,Heorhii Bushchan,1,Goalkeeper,119.1,40.3,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,21294,Mykola Shaparenko,13,Right Center Midfield,115.4,29.3,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,115.8,26.4,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,16557,Ruslan Malinovskiy,21,Left Wing,104.1,34.3,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,18617,Mykola Matviyenko,5,Left Center Back,113.0,37.3,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,23649,Roman Yaremchuk,23,Center Forward,116.1,39.5,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,8830,Andriy Yarmolenko,17,Right Wing,118.0,37.2,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,39136,Illia Zabarnyi,3,Right Center Back,112.9,42.8,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,31900,Oleksandr Karavaev,2,Right Back,111.6,40.6,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,20827,Vitalii Mykolenko,6,Left Back,111.7,47.6,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,113.3,44.9,dacff6cb-37ef-4139-bb04-3c7f8f9c7e88
True,3325,Marko Arnautović,23,Center Forward,115.3,35.8,1e97e9b1-87db-4815-ba8f-f617f6e23a59
True,8518,Marcel Sabitzer,19,Center Attacking Midfield,113.1,26.9,1e97e9b1-87db-4815-ba8f-f617f6e23a59
True,8779,Stefan Lainer,2,Right Back,115.1,40.9,1e97e9b1-87db-4815-ba8f-f617f6e23a59
True,8769,Xaver Schlager,13,Right Center Midfield,97.9,34.5,1e97e9b1-87db-4815-ba8f-f617f6e23a59
True,3969,Aleksandar Dragović,3,Right Center Back,111.6,44.3,1e97e9b1-87db-4815-ba8f-f617f6e23a59
True,24977,Christoph Baumgartner,21,Left Wing,110.6,44.6,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,22243,Heorhii Bushchan,1,Goalkeeper,119.2,40.9,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,39136,Illia Zabarnyi,3,Right Center Back,110.9,45.8,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,18617,Mykola Matviyenko,5,Left Center Back,112.4,45.2,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,20827,Vitalii Mykolenko,6,Left Back,112.3,46.3,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,16557,Ruslan Malinovskiy,21,Left Wing,103.7,34.2,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,113.1,31.4,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,21294,Mykola Shaparenko,13,Right Center Midfield,116.8,33.4,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,8830,Andriy Yarmolenko,17,Right Wing,118.7,37.6,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,111.1,35.4,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,23649,Roman Yaremchuk,23,Center Forward,115.4,39.3,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,31900,Oleksandr Karavaev,2,Right Back,113.6,41.4,1e97e9b1-87db-4815-ba8f-f617f6e23a59
False,21532,Daniel Bachmann,1,Goalkeeper,118.8,37.2,ea361e88-beb8-4cad-a307-7ca4663dbfa6
True,31900,Oleksandr Karavaev,2,Right Back,98.6,57.7,ea361e88-beb8-4cad-a307-7ca4663dbfa6
True,8830,Andriy Yarmolenko,17,Right Wing,111.0,43.4,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,8220,David Olatukunbo Alaba,6,Left Back,112.5,40.8,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,24977,Christoph Baumgartner,21,Left Wing,104.0,51.4,ea361e88-beb8-4cad-a307-7ca4663dbfa6
True,16557,Ruslan Malinovskiy,21,Left Wing,98.5,32.9,ea361e88-beb8-4cad-a307-7ca4663dbfa6
True,23649,Roman Yaremchuk,23,Center Forward,107.5,37.3,ea361e88-beb8-4cad-a307-7ca4663dbfa6
True,3575,Oleksandr Zinchenko,15,Left Center Midfield,105.3,41.9,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,8769,Xaver Schlager,13,Right Center Midfield,102.6,26.2,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,11396,Florian Grillitsch,15,Left Center Midfield,105.0,30.9,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,8779,Stefan Lainer,2,Right Back,110.8,26.4,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,3325,Marko Arnautović,23,Center Forward,106.5,38.4,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,3969,Aleksandar Dragović,3,Right Center Back,110.3,31.8,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,8307,Martin Hinteregger,5,Left Center Back,108.3,36.6,ea361e88-beb8-4cad-a307-7ca4663dbfa6
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,92.5,38.0,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,21294,Mykola Shaparenko,13,Right Center Midfield,100.1,48.3,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,16557,Ruslan Malinovskiy,21,Left Wing,109.1,60.9,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,20827,Vitalii Mykolenko,6,Left Back,109.7,50.5,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,18617,Mykola Matviyenko,5,Left Center Back,111.1,42.9,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,104.8,39.7,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,39136,Illia Zabarnyi,3,Right Center Back,106.5,35.9,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,31900,Oleksandr Karavaev,2,Right Back,107.4,33.0,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,8830,Andriy Yarmolenko,17,Right Wing,95.3,22.2,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,22243,Heorhii Bushchan,1,Goalkeeper,117.7,39.9,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
True,8779,Stefan Lainer,2,Right Back,110.9,65.8,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
True,8769,Xaver Schlager,13,Right Center Midfield,97.1,48.0,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
True,3325,Marko Arnautović,23,Center Forward,109.5,49.1,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
True,8518,Marcel Sabitzer,19,Center Attacking Midfield,108.7,42.6,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
True,8220,David Olatukunbo Alaba,6,Left Back,99.1,22.3,1d2a5b0f-6b0e-42b1-8fc2-066be24bac54
False,20827,Vitalii Mykolenko,6,Left Back,110.4,47.6,7c0ad761-04ff-4f99-869c-97190d4cc5e4
False,18617,Mykola Matviyenko,5,Left Center Back,109.3,36.8,7c0ad761-04ff-4f99-869c-97190d4cc5e4
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,101.4,36.8,7c0ad761-04ff-4f99-869c-97190d4cc5e4
False,3575,Oleksandr Zinchenko,15,Left Center Midfield,99.6,29.9,7c0ad761-04ff-4f99-869c-97190d4cc5e4
False,21294,Mykola Shaparenko,13,Right Center Midfield,105.9,32.6,7c0ad761-04ff-4f99-869c-97190d4cc5e4
False,39136,Illia Zabarnyi,3,Right Center Back,110.2,30.8,7c0ad761-04ff-4f99-869c-97190d4cc5e4
False,8830,Andriy Yarmolenko,17,Right Wing,106.1,28.5,7c0ad761-04ff-4f99-869c-97190d4cc5e4
False,31900,Oleksandr Karavaev,2,Right Back,108.8,22.6,7c0ad761-04ff-4f99-869c-97190d4cc5e4
False,22243,Heorhii Bushchan,1,Goalkeeper,118.1,37.5,7c0ad761-04ff-4f99-869c-97190d4cc5e4
True,8518,Marcel Sabitzer,19,Center Attacking Midfield,92.6,31.9,7c0ad761-04ff-4f99-869c-97190d4cc5e4
True,11396,Florian Grillitsch,15,Left Center Midfield,106.8,50.2,7c0ad761-04ff-4f99-869c-97190d4cc5e4
True,3325,Marko Arnautović,23,Center Forward,107.0,38.0,7c0ad761-04ff-4f99-869c-97190d4cc5e4
True,8769,Xaver Schlager,13,Right Center Midfield,110.3,32.3,7c0ad761-04ff-4f99-869c-97190d4cc5e4
True,8220,David Olatukunbo Alaba,6,Left Back,106.8,19.3,7c0ad761-04ff-4f99-869c-97190d4cc5e4
True,11396,Florian Grillitsch,15,Left Center Midfield,107.1,65.9,483a8504-5e4e-4df4-b1b1-74173d87a01a
True,11281,Alessandro Schöpf,17,Right Wing,94.3,42.4,483a8504-5e4e-4df4-b1b1-74173d87a01a
True,8506,Konrad Laimer,21,Left Wing,91.0,31.1,483a8504-5e4e-4df4-b1b1-74173d87a01a
False,22243,Heorhii Bushchan,1,Goalkeeper,113.3,38.9,483a8504-5e4e-4df4-b1b1-74173d87a01a
False,16514,Serhii Sydorchuk,10,Center Defensive Midfield,105.8,40.9,483a8504-5e4e-4df4-b1b1-74173d87a01a
False,31900,Oleksandr Karavaev,2,Right Back,95.2,31.1,483a8504-5e4e-4df4-b1b1-74173d87a01a
False,21294,Mykola Shaparenko,13,Right Center Midfield,97.6,54.9,483a8504-5e4e-4df4-b1b1-74173d87a01a
False,39136,Illia Zabarnyi,3,Right Center Back,106.6,60.8,483a8504-5e4e-4df4-b1b1-74173d87a01a
